,android_avg_rating,android_file_size,android_rating_1,android_rating_2,android_rating_3,android_rating_4,android_rating_5,android_total_ratings,ios_all_ratings,ios_current_ratings,ios_file_size
2016-08-03 00:20:00,3.9,60,342677,109388,181520,270014,1158162,2061761,166748,24753,104
2016-08-03 00:30:00,3.9,60,342677,109388,181520,270014,1158162,2061761,166748,24753,104
2016-08-03 00:40:00,3.9,60,342677,109388,181520,270014,1158162,2061761,166748,24753,104
2016-08-03 00:50:00,3.9,60,342677,109388,181520,270014,1158162,2061761,166748,24753,104
2016-08-03 01:00:00,3.9,60,342677,109388,181520,270014,1158162,2061761,166748,24753,104
2016-08-03 01:10:00,3.9,60,342677,109388,181520,270014,1158162,2061761,166748,24753,104
2016-08-03 01:20:00,3.9,60,342677,109388,181520,270014,1158162,2061761,166748,24753,104
2016-08-03 01:30:00,3.9,60,342677,109388,181520,270014,1158162,2061761,166748,24753,104
2016-08-03 01:40:00,3.9,60,342677,109388,181520,270014,1158162,2061761,166748,24753,104
2016-08-03 01:50:00,3.9,60,342677,109388,181520,270014,1158162,2061761,166748,24753,104
2016-08-03 02:00:00,3.9,60,342677,109388,181520,270014,1158162,2061761,166748,24753,104
2016-08-03 02:10:00,3.9,60,342677,109388,181520,270014,1158162,2061761,166748,24753,104
2016-08-03 02:20:00,3.9,60,343785,109692,181761,270414,1157971,2063623,166748,24753,104
2016-08-03 02:30:00,3.9,60,343785,109692,181761,270414,1157971,2063623,166748,24753,104
2016-08-03 02:40:00,3.9,60,343785,109692,181761,270414,1157971,2063623,166748,24753,104
2016-08-03 02:50:00,3.9,60,343785,109692,181761,270414,1157971,2063623,166748,24753,104
2016-08-03 03:00:00,3.9,60,343785,109692,181761,270414,1157971,2063623,166748,24753,104
2016-08-03 03:10:00,3.9,60,343785,109692,181761,270414,1157971,2063623,166748,24753,104
2016-08-03 03:20:00,3.9,60,343785,109692,181761,270414,1157971,2063623,166748,25667,104
2016-08-03 03:30:00,3.9,60,343785,109692,181761,270414,1157971,2063623,167588,25667,104
2016-08-03 03:40:00,3.9,60,343785,109692,181761,270414,1157971,2063623,167588,25667,104
2016-08-03 03:50:00,3.9,60,343785,109692,181761,270414,1157971,2063623,167588,25667,104
2016-08-03 04:00:00,3.9,60,343785,109692,181761,270414,1157971,2063623,167588,25667,104
2016-08-03 04:10:00,3.9,60,343785,109692,181761,270414,1157971,2063623,167588,25667,104
2016-08-03 04:20:00,3.9,60,343785,109692,181761,270414,1157971,2063623,167588,25667,104
2016-08-03 04:30:00,3.9,60,343785,109692,181761,270414,1157971,2063623,167588,25667,104
2016-08-03 04:40:00,3.9,60,343785,109692,181761,270414,1157971,2063623,167588,25667,104
2016-08-03 04:50:00,3.9,60,343785,109692,181761,270414,1157971,2063623,167588,25667,104
2016-08-03 05:00:00,3.9,60,343785,109692,181761,270414,1157971,2063623,167588,25667,104
2016-08-03 05:10:00,3.9,60,343785,109692,181761,270414,1157971,2063623,167588,25667,104
2016-08-03 05:20:00,3.9,60,343785,109692,181761,270414,1157971,2063623,167588,25667,104
2016-08-03 05:30:00,3.9,60,343785,109692,181761,270414,1157971,2063623,167588,25667,104
2016-08-03 05:40:00,3.9,60,343785,109692,181761,270414,1157971,2063623,167588,25667,104
2016-08-03 05:50:00,3.9,60,343785,109692,181761,270414,1157971,2063623,167588,25667,104
2016-08-03 06:00:00,3.9,60,343785,109692,181761,270414,1157971,2063623,167588,25667,104
2016-08-03 06:10:00,3.9,60,343785,109692,181761,270414,1157971,2063623,167588,25667,104
2016-08-03 06:20:00,3.9,60,343785,109692,181761,270414,1157971,2063623,167588,25667,104
2016-08-03 06:30:00,3.9,60,345103,110043,182183,271036,1160575,2068940,167588,25667,104
2016-08-03 06:40:00,3.9,60,345103,110043,182183,271036,1160575,2068940,167588,25667,104
2016-08-03 06:50:00,3.9,60,345103,110043,182183,271036,1160575,2068940,167588,25667,104
2016-08-03 07:00:00,3.9,60,345103,110043,182183,271036,1160575,2068940,167588,25667,104
2016-08-03 07:10:00,3.9,60,345103,110043,182183,271036,1160575,2068940,167588,25667,104
2016-08-03 07:20:00,3.9,60,345103,110043,182183,271036,1160575,2068940,167588,25667,104
2016-08-03 07:30:00,3.9,60,345103,110043,182183,271036,1160575,2068940,167588,25667,104
2016-08-03 07:40:00,3.9,60,345103,110043,182183,271036,1160575,2068940,167588,25667,104
2016-08-03 07:50:00,3.9,60,345103,110043,182183,271036,1160575,2068940,167588,25667,104
2016-08-03 08:00:00,3.9,60,345103,110043,182183,271036,1160575,2068940,167588,25667,104
2016-08-03 08:10:00,3.9,60,345103,110043,182183,271036,1160575,2068940,167588,25667,104
2016-08-03 08:20:00,3.9,60,345103,110043,182183,271036,1160575,2068940,167588,25667,104
2016-08-03 08:30:00,3.9,60,345103,110043,182183,271036,1160575,2068940,167588,25667,104
2016-08-03 08:40:00,3.9,60,345103,110043,182183,271036,1160575,2068940,167588,25667,104
2016-08-03 08:50:00,3.9,60,345103,110043,182183,271036,1160575,2068940,167588,25667,104
2016-08-03 09:00:00,3.9,60,345103,110043,182183,271036,1160575,2068940,167588,25667,104
2016-08-03 09:10:00,3.9,60,345103,110043,182183,271036,1160575,2068940,167588,25667,104
2016-08-03 09:20:00,3.9,60,345103,110043,182183,271036,1160575,2068940,167588,25667,104
2016-08-03 09:30:00,3.9,60,345103,110043,182183,271036,1160575,2068940,167588,25667,104
2016-08-03 09:40:00,3.9,60,345103,110043,182183,271036,1160575,2068940,167588,25667,104
2016-08-03 09:50:00,3.9,60,345103,110043,182183,271036,1160575,2068940,167588,25667,104
2016-08-03 10:00:00,3.9,60,345103,110043,182183,271036,1160575,2068940,167588,25667,104
2016-08-03 10:10:00,3.9,60,345103,110043,182183,271036,1160575,2068940,167588,25667,104
2016-08-03 10:20:00,3.9,60,345103,110043,182183,271036,1160575,2068940,167588,25667,104
2016-08-03 10:30:00,3.9,60,346845,110562,182730,271723,1163411,2075271,167588,25667,104
2016-08-03 10:40:00,3.9,60,346845,110562,182730,271723,1163411,2075271,167588,25667,104
2016-08-03 10:50:00,3.9,60,346845,110562,182730,271723,1163411,2075271,167588,25667,104
2016-08-03 11:00:00,3.9,60,346845,110562,182730,271723,1163411,2075271,167588,25667,104
2016-08-03 11:10:00,3.9,60,346845,110562,182730,271723,1163411,2075271,167588,25667,104
2016-08-03 11:20:00,3.9,60,346845,110562,182730,271723,1163411,2075271,168277,26408,104
2016-08-03 11:30:00,3.9,60,346845,110562,182730,271723,1163411,2075271,168277,26408,104
2016-08-03 11:40:00,3.9,60,346845,110562,182730,271723,1163411,2075271,168277,26408,104
2016-08-03 11:50:00,3.9,60,346845,110562,182730,271723,1163411,2075271,168277,26408,104
2016-08-03 12:00:00,3.9,60,346845,110562,182730,271723,1163411,2075271,168277,26408,104
2016-08-03 12:10:00,3.9,60,346845,110562,182730,271723,1163411,2075271,168277,26408,104
2016-08-03 12:20:00,3.9,60,346845,110562,182730,271723,1163411,2075271,168277,26408,104
2016-08-03 12:30:00,3.9,60,346845,110562,182730,271723,1163411,2075271,168277,26408,104
2016-08-03 12:40:00,3.9,60,346845,110562,182730,271723,1163411,2075271,168277,26408,104
2016-08-03 12:50:00,3.9,60,346845,110562,182730,271723,1163411,2075271,168277,26408,104
2016-08-03 13:00:00,3.9,60,346845,110562,182730,271723,1163411,2075271,168277,26408,104
2016-08-03 13:10:00,3.9,60,346845,110562,182730,271723,1163411,2075271,168277,26408,104
2016-08-03 13:20:00,3.9,60,346845,110562,182730,271723,1163411,2075271,168277,26408,104
2016-08-03 13:30:00,3.9,60,346845,110562,182730,271723,1163411,2075271,168277,26408,104
2016-08-03 13:40:00,3.9,60,346845,110562,182730,271723,1163411,2075271,168277,26408,104
2016-08-03 13:50:00,3.9,60,346845,110562,182730,271723,1163411,2075271,168277,26408,104
2016-08-03 14:00:00,3.9,60,346845,110562,182730,271723,1163411,2075271,168277,26408,104
2016-08-03 14:10:00,3.9,60,346845,110562,182730,271723,1163411,2075271,168277,26408,104
2016-08-03 14:20:00,3.9,60,346845,110562,182730,271723,1163411,2075271,168277,26408,104
2016-08-03 14:30:00,3.9,60,348754,111048,183428,272910,1168112,2084252,168277,26408,104
2016-08-03 14:40:00,3.9,60,348754,111048,183428,272910,1168112,2084252,168277,26408,104
2016-08-03 14:50:00,3.9,60,348754,111048,183428,272910,1168112,2084252,168277,26408,104
2016-08-03 15:00:00,3.9,60,348754,111048,183428,272910,1168112,2084252,168277,26408,104
2016-08-03 15:10:00,3.9,60,348754,111048,183428,272910,1168112,2084252,168995,27223,104
2016-08-03 15:20:00,3.9,60,348754,111048,183428,272910,1168112,2084252,168995,27223,104
2016-08-03 15:30:00,3.9,60,348754,111048,183428,272910,1168112,2084252,168995,27223,104
2016-08-03 15:40:00,3.9,60,348754,111048,183428,272910,1168112,2084252,168995,27223,104
2016-08-03 15:50:00,3.9,60,348754,111048,183428,272910,1168112,2084252,168995,27223,104
2016-08-03 16:00:00,3.9,60,348754,111048,183428,272910,1168112,2084252,168995,27223,104
2016-08-03 16:10:00,3.9,60,348754,111048,183428,272910,1168112,2084252,168995,27223,104
2016-08-03 16:20:00,3.9,60,348754,111048,183428,272910,1168112,2084252,168995,27223,104
2016-08-03 16:30:00,3.9,60,348754,111048,183428,272910,1168112,2084252,168995,27223,104
2016-08-03 16:40:00,3.9,60,348754,111048,183428,272910,1168112,2084252,168995,27223,104
2016-08-03 16:50:00,3.9,60,348754,111048,183428,272910,1168112,2084252,168995,27223,104
2016-08-03 17:00:00,3.9,60,348754,111048,183428,272910,1168112,2084252,168995,27223,104
2016-08-03 17:10:00,3.9,60,348754,111048,183428,272910,1168112,2084252,168995,27223,104
2016-08-03 17:20:00,3.9,60,348754,111048,183428,272910,1168112,2084252,168995,27223,104
2016-08-03 17:30:00,3.9,60,348754,111048,183428,272910,1168112,2084252,168995,27223,104
2016-08-03 17:40:00,3.9,60,348754,111048,183428,272910,1168112,2084252,168995,27223,104
2016-08-03 17:50:00,3.9,60,348754,111048,183428,272910,1168112,2084252,168995,27223,104
2016-08-03 18:00:00,3.9,60,348754,111048,183428,272910,1168112,2084252,168995,27223,104
2016-08-03 18:10:00,3.9,60,348754,111048,183428,272910,1168112,2084252,168995,27223,104
2016-08-03 18:20:00,3.9,60,348754,111048,183428,272910,1168112,2084252,168995,27223,104
2016-08-03 18:30:00,3.9,60,356034,113359,188432,282244,1273142,2213211,168995,27223,104
2016-08-03 18:40:00,3.9,60,356034,113359,188432,282244,1273142,2213211,168995,27223,104
2016-08-03 18:50:00,3.9,60,356034,113359,188432,282244,1273142,2213211,168995,27223,104
2016-08-03 19:00:00,3.9,60,356034,113359,188432,282244,1273142,2213211,168995,27223,104
2016-08-03 19:10:00,3.9,60,356034,113359,188432,282244,1273142,2213211,168995,27223,104
2016-08-03 19:20:00,3.9,60,356034,113359,188432,282244,1273142,2213211,169862,28168,104
2016-08-03 19:30:00,3.9,60,356034,113359,188432,282244,1273142,2213211,169862,27223,104
2016-08-03 19:40:00,3.9,60,356034,113359,188432,282244,1273142,2213211,169862,28168,104
2016-08-03 19:50:00,3.9,60,356034,113359,188432,282244,1273142,2213211,169862,28168,104
2016-08-03 20:00:00,3.9,60,356034,113359,188432,282244,1273142,2213211,169862,28168,104
2016-08-03 20:10:00,3.9,60,356034,113359,188432,282244,1273142,2213211,169862,28168,104
2016-08-03 20:20:00,3.9,60,356034,113359,188432,282244,1273142,2213211,169862,28168,104
2016-08-03 20:30:00,3.9,60,356034,113359,188432,282244,1273142,2213211,169862,28168,104
2016-08-03 20:40:00,3.9,60,356034,113359,188432,282244,1273142,2213211,169862,28168,104
2016-08-03 20:50:00,3.9,60,356034,113359,188432,282244,1273142,2213211,169862,28168,104
2016-08-03 21:00:00,3.9,60,356034,113359,188432,282244,1273142,2213211,169862,28168,104
2016-08-03 21:10:00,3.9,60,356034,113359,188432,282244,1273142,2213211,169862,28168,104
2016-08-03 21:20:00,3.9,60,356034,113359,188432,282244,1273142,2213211,169862,28168,104
2016-08-03 21:30:00,3.9,60,356034,113359,188432,282244,1273142,2213211,169862,28168,104
2016-08-03 21:40:00,3.9,60,356034,113359,188432,282244,1273142,2213211,169862,28168,104
2016-08-03 21:50:00,3.9,60,356034,113359,188432,282244,1273142,2213211,169862,28168,104
2016-08-03 22:00:00,3.9,60,356034,113359,188432,282244,1273142,2213211,169862,28168,104
2016-08-03 22:10:00,3.9,60,356034,113359,188432,282244,1273142,2213211,169862,28168,104
2016-08-03 22:20:00,3.9,60,356034,113359,188432,282244,1273142,2213211,169862,28168,104
2016-08-03 22:30:00,3.9,60,365509,116936,195866,295366,1384862,2358539,169862,28168,104
2016-08-03 22:40:00,3.9,60,365509,116936,195866,295366,1384862,2358539,169862,28168,104
2016-08-03 22:50:00,3.9,60,365509,116936,195866,295366,1384862,2358539,169862,28168,104
2016-08-03 23:00:00,3.9,60,365509,116936,195866,295366,1384862,2358539,169862,28168,104
2016-08-03 23:10:00,3.9,60,365509,116936,195866,295366,1384862,2358539,169862,28168,104
2016-08-03 23:20:00,3.9,60,365509,116936,195866,295366,1384862,2358539,170725,29105,104
2016-08-03 23:30:00,3.9,60,365509,116936,195866,295366,1384862,2358539,170725,29105,104
2016-08-03 23:40:00,3.9,60,365509,116936,195866,295366,1384862,2358539,170725,29105,104
2016-08-03 23:50:00,3.9,60,365509,116936,195866,295366,1384862,2358539,170725,29105,104
2016-08-04 00:00:00,3.9,60,365509,116936,195866,295366,1384862,2358539,170725,29105,104
2016-08-04 00:10:00,3.9,60,365509,116936,195866,295366,1384862,2358539,170725,29105,104
2016-08-04 00:20:00,3.9,60,365509,116936,195866,295366,1384862,2358539,170725,29105,104
2016-08-04 00:30:00,3.9,60,365509,116936,195866,295366,1384862,2358539,170725,29105,104
2016-08-04 00:40:00,3.9,60,365509,116936,195866,295366,1384862,2358539,170725,29105,104
2016-08-04 00:50:00,3.9,60,365509,116936,195866,295366,1384862,2358539,170725,29105,104
2016-08-04 01:00:00,3.9,60,365509,116936,195866,295366,1384862,2358539,170725,29105,104
2016-08-04 01:10:00,3.9,60,365509,116936,195866,295366,1384862,2358539,170725,29105,104
2016-08-04 01:20:00,3.9,60,365509,116936,195866,295366,1384862,2358539,170725,29105,104
2016-08-04 01:30:00,3.9,60,365509,116936,195866,295366,1384862,2358539,170725,29105,104
2016-08-04 01:40:00,3.9,60,365509,116936,195866,295366,1384862,2358539,170725,29105,104
2016-08-04 01:50:00,3.9,60,365509,116936,195866,295366,1384862,2358539,170725,29105,104
2016-08-04 02:00:00,3.9,60,365509,116936,195866,295366,1384862,2358539,170725,29105,104
2016-08-04 02:10:00,3.9,60,365509,116936,195866,295366,1384862,2358539,170725,29105,104
2016-08-04 02:20:00,3.9,60,365509,116936,195866,295366,1384862,2358539,170725,29105,104
2016-08-04 02:30:00,3.9,60,369955,118562,199336,301703,1421548,2411104,170725,29105,104
2016-08-04 02:40:00,3.9,60,369955,118562,199336,301703,1421548,2411104,170725,29105,104
2016-08-04 02:50:00,3.9,60,369955,118562,199336,301703,1421548,2411104,170725,29105,104
2016-08-04 03:00:00,3.9,60,369955,118562,199336,301703,1421548,2411104,170725,29105,104
2016-08-04 03:10:00,3.9,60,369955,118562,199336,301703,1421548,2411104,170725,29105,104
2016-08-04 03:20:00,3.9,60,369955,118562,199336,301703,1421548,2411104,170725,29105,104
2016-08-04 03:30:00,3.9,60,369955,118562,199336,301703,1421548,2411104,170725,29105,104
2016-08-04 03:40:00,3.9,60,369955,118562,199336,301703,1421548,2411104,171364,29829,104
2016-08-04 03:50:00,3.9,60,369955,118562,199336,301703,1421548,2411104,171364,29829,104
2016-08-04 04:00:00,3.9,60,369955,118562,199336,301703,1421548,2411104,171364,29829,104
2016-08-04 04:10:00,3.9,60,369955,118562,199336,301703,1421548,2411104,171364,29829,104
2016-08-04 04:20:00,3.9,60,369955,118562,199336,301703,1421548,2411104,171364,29829,104
2016-08-04 04:30:00,3.9,60,369955,118562,199336,301703,1421548,2411104,171364,29829,104
2016-08-04 04:40:00,3.9,60,369955,118562,199336,301703,1421548,2411104,171364,29829,104
2016-08-04 04:50:00,3.9,60,369955,118562,199336,301703,1421548,2411104,171364,29829,104
2016-08-04 05:00:00,3.9,60,369955,118562,199336,301703,1421548,2411104,171364,29829,104
2016-08-04 05:10:00,3.9,60,369955,118562,199336,301703,1421548,2411104,171364,29829,104
2016-08-04 05:20:00,3.9,60,369955,118562,199336,301703,1421548,2411104,171364,29829,104
2016-08-04 05:30:00,3.9,60,369955,118562,199336,301703,1421548,2411104,171364,29829,104
2016-08-04 05:40:00,3.9,60,369955,118562,199336,301703,1421548,2411104,171364,29829,104
2016-08-04 05:50:00,3.9,60,369955,118562,199336,301703,1421548,2411104,171364,29829,104
2016-08-04 06:00:00,3.9,60,369955,118562,199336,301703,1421548,2411104,171364,29829,104
2016-08-04 06:10:00,3.9,60,369955,118562,199336,301703,1421548,2411104,171364,29829,104
2016-08-04 06:20:00,3.9,60,369955,118562,199336,301703,1421548,2411104,171364,29829,104
2016-08-04 06:30:00,3.9,60,373100,119699,201086,304406,1436133,2434424,171364,29829,104
2016-08-04 06:40:00,3.9,60,373100,119699,201086,304406,1436133,2434424,171364,29829,104
2016-08-04 06:50:00,3.9,60,373100,119699,201086,304406,1436133,2434424,171364,29829,104
2016-08-04 07:00:00,3.9,60,373100,119699,201086,304406,1436133,2434424,171364,29829,104
2016-08-04 07:10:00,3.9,60,373100,119699,201086,304406,1436133,2434424,171364,29829,104
2016-08-04 07:20:00,3.9,60,373100,119699,201086,304406,1436133,2434424,171364,29829,104
2016-08-04 07:30:00,3.9,60,373100,119699,201086,304406,1436133,2434424,171364,29829,104
2016-08-04 07:40:00,3.9,60,373100,119699,201086,304406,1436133,2434424,171364,29829,104
2016-08-04 07:50:00,3.9,60,373100,119699,201086,304406,1436133,2434424,171364,29829,104
2016-08-04 08:00:00,3.9,60,373100,119699,201086,304406,1436133,2434424,171364,29829,104
2016-08-04 08:10:00,3.9,60,373100,119699,201086,304406,1436133,2434424,171364,29829,104
2016-08-04 08:20:00,3.9,60,373100,119699,201086,304406,1436133,2434424,171364,29829,104
2016-08-04 08:30:00,3.9,60,373100,119699,201086,304406,1436133,2434424,171364,29829,104
2016-08-04 08:40:00,3.9,60,373100,119699,201086,304406,1436133,2434424,171364,29829,104
2016-08-04 08:50:00,3.9,60,373100,119699,201086,304406,1436133,2434424,171364,29829,104
2016-08-04 09:00:00,3.9,60,373100,119699,201086,304406,1436133,2434424,171364,29829,104
2016-08-04 09:10:00,3.9,60,373100,119699,201086,304406,1436133,2434424,171364,29829,104
2016-08-04 09:20:00,3.9,60,373100,119699,201086,304406,1436133,2434424,171364,29829,104
2016-08-04 09:30:00,3.9,60,373100,119699,201086,304406,1436133,2434424,171364,29829,104
2016-08-04 09:40:00,3.9,60,373100,119699,201086,304406,1436133,2434424,171364,29829,104
2016-08-04 09:50:00,3.9,60,373100,119699,201086,304406,1436133,2434424,171364,29829,104
2016-08-04 10:00:00,3.9,60,373100,119699,201086,304406,1436133,2434424,171364,29829,104
2016-08-04 10:10:00,3.9,60,373100,119699,201086,304406,1436133,2434424,171364,29829,104
2016-08-04 10:20:00,3.9,60,373100,119699,201086,304406,1436133,2434424,171364,29829,104
2016-08-04 10:30:00,4.0,60,380565,122375,205677,311366,1480827,2500810,171364,29829,104
2016-08-04 10:40:00,4.0,60,380565,122375,205677,311366,1480827,2500810,171364,29829,104
2016-08-04 10:50:00,4.0,60,380565,122375,205677,311366,1480827,2500810,171364,29829,104
2016-08-04 11:00:00,4.0,60,380565,122375,205677,311366,1480827,2500810,171364,29829,104
2016-08-04 11:10:00,4.0,60,380565,122375,205677,311366,1480827,2500810,171911,30435,104
2016-08-04 11:20:00,4.0,60,380565,122375,205677,311366,1480827,2500810,171911,30435,104
2016-08-04 11:30:00,4.0,60,380565,122375,205677,311366,1480827,2500810,171911,30435,104
2016-08-04 11:40:00,4.0,60,380565,122375,205677,311366,1480827,2500810,171911,30435,104
2016-08-04 11:50:00,4.0,60,380565,122375,205677,311366,1480827,2500810,171911,30435,104
2016-08-04 12:00:00,4.0,60,380565,122375,205677,311366,1480827,2500810,171911,30435,104
2016-08-04 12:10:00,4.0,60,380565,122375,205677,311366,1480827,2500810,171911,30435,104
2016-08-04 12:20:00,4.0,60,380565,122375,205677,311366,1480827,2500810,171911,30435,104
2016-08-04 12:30:00,4.0,60,380565,122375,205677,311366,1480827,2500810,171911,30435,104
2016-08-04 12:40:00,4.0,60,380565,122375,205677,311366,1480827,2500810,171911,30435,104
2016-08-04 12:50:00,4.0,60,380565,122375,205677,311366,1480827,2500810,171911,30435,104
2016-08-04 13:00:00,4.0,60,380565,122375,205677,311366,1480827,2500810,171911,30435,104
2016-08-04 13:10:00,4.0,60,380565,122375,205677,311366,1480827,2500810,171911,30435,104
2016-08-04 13:20:00,4.0,60,380565,122375,205677,311366,1480827,2500810,171911,30435,104
2016-08-04 13:30:00,4.0,60,380565,122375,205677,311366,1480827,2500810,171911,30435,104
2016-08-04 13:40:00,4.0,60,380565,122375,205677,311366,1480827,2500810,171911,30435,104
2016-08-04 13:50:00,4.0,60,380565,122375,205677,311366,1480827,2500810,171911,30435,104
2016-08-04 14:00:00,4.0,60,380565,122375,205677,311366,1480827,2500810,171911,30435,104
2016-08-04 14:10:00,4.0,60,380565,122375,205677,311366,1480827,2500810,171911,30435,104
2016-08-04 14:20:00,4.0,60,380565,122375,205677,311366,1480827,2500810,171911,30435,104
2016-08-04 14:30:00,4.0,60,380565,122375,205677,311366,1480827,2500810,171911,30435,104
2016-08-04 14:40:00,4.0,60,389896,125562,211578,321479,1551645,2600160,171911,30435,104
2016-08-04 14:50:00,4.0,60,389896,125562,211578,321479,1551645,2600160,171911,30435,104
2016-08-04 15:00:00,4.0,60,389896,125562,211578,321479,1551645,2600160,171911,31057,104
2016-08-04 15:10:00,4.0,60,389896,125562,211578,321479,1551645,2600160,172491,31057,104
2016-08-04 15:20:00,4.0,60,389896,125562,211578,321479,1551645,2600160,172491,31057,104
2016-08-04 15:30:00,4.0,60,389896,125562,211578,321479,1551645,2600160,172491,31057,104
2016-08-04 15:40:00,4.0,60,389896,125562,211578,321479,1551645,2600160,172491,31057,104
2016-08-04 15:50:00,4.0,60,389896,125562,211578,321479,1551645,2600160,172491,31057,104
2016-08-04 16:00:00,4.0,60,389896,125562,211578,321479,1551645,2600160,172491,31057,104
2016-08-04 16:10:00,4.0,60,389896,125562,211578,321479,1551645,2600160,172491,31057,104
2016-08-04 16:20:00,4.0,60,389896,125562,211578,321479,1551645,2600160,172491,31057,104
2016-08-04 16:30:00,4.0,60,389896,125562,211578,321479,1551645,2600160,172491,31057,104
2016-08-04 16:40:00,4.0,60,389896,125562,211578,321479,1551645,2600160,172491,31057,104
2016-08-04 16:50:00,4.0,60,389896,125562,211578,321479,1551645,2600160,172491,31057,104
2016-08-04 17:00:00,4.0,60,389896,125562,211578,321479,1551645,2600160,172491,31057,104
2016-08-04 17:10:00,4.0,60,389896,125562,211578,321479,1551645,2600160,172491,31057,104
2016-08-04 17:20:00,4.0,60,389896,125562,211578,321479,1551645,2600160,172491,31057,104
2016-08-04 17:30:00,4.0,60,389896,125562,211578,321479,1551645,2600160,172491,31057,104
2016-08-04 17:40:00,4.0,60,389896,125562,211578,321479,1551645,2600160,172491,31057,104
2016-08-04 17:50:00,4.0,60,389896,125562,211578,321479,1551645,2600160,172491,31057,104
2016-08-04 18:00:00,4.0,60,389896,125562,211578,321479,1551645,2600160,172491,31057,104
2016-08-04 18:10:00,4.0,60,389896,125562,211578,321479,1551645,2600160,172491,31057,104
2016-08-04 18:20:00,4.0,60,389896,125562,211578,321479,1551645,2600160,172491,31057,104
2016-08-04 18:30:00,4.0,60,389896,125562,211578,321479,1551645,2600160,172491,31057,104
2016-08-04 18:40:00,4.0,60,389896,125562,211578,321479,1551645,2715631,172491,31057,104
2016-08-04 18:50:00,4.0,60,389896,125562,211578,321479,1551645,2715631,172491,31057,104
2016-08-04 19:00:00,4.0,60,395454,127334,214806,327173,1593128,2715631,173344,31057,104
2016-08-04 19:10:00,4.0,60,401012,129106,218034,332868,1634611,2715631,173344,31057,104
2016-08-04 19:20:00,4.0,60,401012,129106,218034,332868,1634611,2715631,173344,32009,104
2016-08-04 19:30:00,4.0,60,401012,129106,218034,332868,1634611,2715631,173344,32009,104
2016-08-04 19:40:00,4.0,60,401012,129106,218034,332868,1634611,2715631,173344,32009,104
2016-08-04 19:50:00,4.0,60,401012,129106,218034,332868,1634611,2715631,173344,32009,104
2016-08-04 20:00:00,4.0,60,401012,129106,218034,332868,1634611,2715631,173344,32009,104
2016-08-04 20:10:00,4.0,60,401012,129106,218034,332868,1634611,2715631,173344,32009,104
2016-08-04 20:20:00,4.0,60,401012,129106,218034,332868,1634611,2715631,173344,32009,104
2016-08-04 20:30:00,4.0,60,401012,129106,218034,332868,1634611,2715631,173344,32009,104
2016-08-04 20:40:00,4.0,60,401012,129106,218034,332868,1634611,2715631,173344,32009,104
2016-08-04 20:50:00,4.0,60,401012,129106,218034,332868,1634611,2715631,173344,32009,104
2016-08-04 21:00:00,4.0,60,401012,129106,218034,332868,1634611,2715631,173344,32009,104
2016-08-04 21:10:00,4.0,60,401012,129106,218034,332868,1634611,2715631,173344,32009,104
2016-08-04 21:20:00,4.0,60,401012,129106,218034,332868,1634611,2715631,173344,32009,104
2016-08-04 21:30:00,4.0,60,401012,129106,218034,332868,1634611,2715631,173344,32009,104
2016-08-04 21:40:00,4.0,60,401012,129106,218034,332868,1634611,2715631,173344,32009,104
2016-08-04 21:50:00,4.0,60,401012,129106,218034,332868,1634611,2715631,173344,32009,104
2016-08-04 22:00:00,4.0,60,401012,129106,218034,332868,1634611,2715631,173344,32009,104
2016-08-04 22:10:00,4.0,60,401012,129106,218034,332868,1634611,2715631,173344,32009,104
2016-08-04 22:20:00,4.0,60,401012,129106,218034,332868,1634611,2715631,173344,32009,104
2016-08-04 22:30:00,4.0,60,405511,130591,220812,337753,1667853,2715631,173344,32009,104
2016-08-04 22:40:00,4.0,60,410010,132076,223590,342639,1701095,2809410,173344,32009,104
2016-08-04 22:50:00,4.0,60,410010,132076,223590,342639,1701095,2809410,173344,32009,104
2016-08-04 23:00:00,4.0,60,410010,132076,223590,342639,1701095,2809410,173344,32009,104
2016-08-04 23:10:00,4.0,60,410010,132076,223590,342639,1701095,2809410,173344,32009,104
2016-08-04 23:20:00,4.0,60,410010,132076,223590,342639,1701095,2809410,174636,32009,104
2016-08-04 23:30:00,4.0,60,410010,132076,223590,342639,1701095,2809410,173344,33442,104
2016-08-04 23:40:00,4.0,60,410010,132076,223590,342639,1701095,2809410,174636,32009,104
2016-08-04 23:50:00,4.0,60,410010,132076,223590,342639,1701095,2809410,174636,33442,104
2016-08-05 00:00:00,4.0,60,410010,132076,223590,342639,1701095,2809410,174636,33442,104
2016-08-05 00:10:00,4.0,60,410010,132076,223590,342639,1701095,2809410,174636,33442,104
2016-08-05 00:20:00,4.0,60,410010,132076,223590,342639,1701095,2809410,174636,33442,104
2016-08-05 00:30:00,4.0,60,410010,132076,223590,342639,1701095,2809410,174636,33442,104
2016-08-05 00:40:00,4.0,60,410010,132076,223590,342639,1701095,2809410,174636,33442,104
2016-08-05 00:50:00,4.0,60,410010,132076,223590,342639,1701095,2809410,174636,33442,104
2016-08-05 01:00:00,4.0,60,410010,132076,223590,342639,1701095,2809410,174636,33442,104
2016-08-05 01:10:00,4.0,60,410010,132076,223590,342639,1701095,2809410,174636,33442,104
2016-08-05 01:20:00,4.0,60,410010,132076,223590,342639,1701095,2809410,174636,33442,104
2016-08-05 01:30:00,4.0,60,410010,132076,223590,342639,1701095,2809410,174636,33442,104
